"","Status","Score","Match_type","Side","Match_addr","ARC_Street","File_","Directory","Full_Link","Quick_Link","Date_","Location","Back_of_Sh","Job_Catego","Hyperlink","Leak_Numbe","Leak_Num_Y","Leak_Class","POINT_X","POINT_Y","lon","lat"
"8639","M",0,"A",NA,"169 RUTH AVE, 13031","169 Ruth Ave.","DOC082514-08252014155203.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155203.tif","DOC082514-08252014155203.tif",2014-08-19,"169 Ruth Ave.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155203.tif",NA,NA,0,-8474848,5315333,-76.13085,43.02208
"8640","M",0,"A",NA,"S STATE ST & E GENESEE ST, , 13202","S. State St. & E. Genesee St.","DOC082514-08252014155242.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155242.tif","DOC082514-08252014155242.tif",2014-08-18,"S. State St. & E. Genesee St.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155242.tif","293","2014",0,-8476692,5319296,-76.14742,43.0481
"8641","M",0,"A","L","509 CATHERINE ST, 13203","509 Catherine St.","DOC082514-08252014155252.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155252.tif","DOC082514-08252014155252.tif",2014-08-18,"509 Catherine St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC082514-08252014155252.tif",NA,NA,0,-8476300,5320479,-76.1439,43.05587
"8642","M",100,"A","R","500 SPENCER ST","500 Spencer St","Page0017.tif","S:\WORKSHEETS\01-24-2011_thru_01-30-2011","S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0017.tif","Page0017.tif",2011-01-26,"500 Spencer St","S:\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0018.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\01-24-2011_thru_01-30-2011\Page0017.tif","028","2011",0,-8478903,5320654,-76.16728,43.05701
"8643","M",100,"A","R","500 SPENCER ST","500 Spencer St.","DOC062911-017.tif","S:\WORKSHEETS\Worksheets_2007-3","S:\WORKSHEETS\Worksheets_2007-3\DOC062911-017.tif","DOC062911-017.tif",2007-03-07,"500 Spencer St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2007-3\DOC062911-017.tif","075","2007",0,-8478903,5320654,-76.16728,43.05701
"8644","M",100,"A","L","421 SPENCER ST","421-429 Spencer St","DOC070711-071.tif","S:\WORKSHEETS\Worksheets_2010-11","S:\WORKSHEETS\Worksheets_2010-11\DOC070711-071.tif","DOC070711-071.tif",2010-11-22,"421-429 Spencer St",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2010-11\DOC070711-071.tif","277","2010",0,-8478690,5320628,-76.16537,43.05685
"8645","M",100,"A","L","429 SPENCER ST","429 Spencer St","DOC080211-002.tif","S:\WORKSHEETS\Worksheets_2004-1","S:\WORKSHEETS\Worksheets_2004-1\DOC080211-002.tif","DOC080211-002.tif",2004-01-02,"429 Spencer St",NA,"Dig Gate Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2004-1\DOC080211-002.tif",NA,NA,0,-8478693,5320628,-76.16539,43.05685
"8646","M",0,"A","R","526 PLUM ST, 13204","526 Plum St","DOC090514-09052014142958.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014142958.tif","DOC090514-09052014142958.tif",2014-09-04,"526 Plum St",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014142958.tif","324","2014",0,-8477888,5320564,-76.15816,43.05642
"8647","M",0,"A",NA,"PECK AV & JAMES ST, , 13206","Peck Ave & James St","DOC090514-09052014143111.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143111.tif","DOC090514-09052014143111.tif",2014-09-03,"Peck Ave & James St",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143111.tif",NA,NA,0,-8473522,5322153,-76.11895,43.06685
"8648","M",0,"A","L","1235 AVERY AV, 13204","1235-1237 Avery Av","DOC090514-09052014143122.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143122.tif","DOC090514-09052014143122.tif",2014-09-02,"1235-1237 Avery Av",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143122.tif",NA,NA,0,-8482457,5320899,-76.19921,43.05862
"8649","M",0,"A","R","740 EUCLID AV, 13210","740-742 Euclid Ave.","DOC090514-09052014143130.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143130.tif","DOC090514-09052014143130.tif",2014-09-02,"740-742 Euclid Ave.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143130.tif",NA,NA,0,-8473861,5317547,-76.12199,43.03661
"8650","M",0,"A",NA,"1239 AVERY AVE, 13208","1239 Avery Av","DOC090514-09052014143145.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143145.tif","DOC090514-09052014143145.tif",2014-09-02,"1239 Avery Av",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143145.tif",NA,NA,0,-8482516,5320971,-76.19973,43.05909
"8651","M",0,"A",NA,"W BELDEN AV & LEAVENWORTH AV, , 13204","W. Belden & Leavenworth Av.","DOC090514-09052014143153.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143153.tif","DOC090514-09052014143153.tif",2014-09-02,"W. Belden & Leavenworth Av.",NA,"Leak Investigation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143153.tif","322","2014",0,-8478429,5320315,-76.16303,43.05479
"8652","M",0,"A",NA,"S WEST ST & W WASHINGTON ST, , 13202","S.West St. & W. Washington St.","DOC090514-09052014143218.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143218.tif","DOC090514-09052014143218.tif",2014-08-31,"S.West St. & W. Washington St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143218.tif","321","2014",0,-8477946,5319509,-76.15869,43.0495
"8653","M",0,"A",NA,"1627 WESTMORELAND AVE, 13210","1627 Westmoreland Av","DOC090514-09052014143245.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143245.tif","DOC090514-09052014143245.tif",2014-08-30,"1627 Westmoreland Av",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143245.tif","320","2014",0,-8472835,5315290,-76.11277,43.0218
"8654","M",0,"A","R","708 CRAWFORD AV, 13224","708 Crawford Ave.","DOC090514-09052014143300.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143300.tif","DOC090514-09052014143300.tif",2014-08-29,"708 Crawford Ave.",NA,"Dig Gate Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143300.tif",NA,NA,0,-8472530,5317212,-76.11003,43.03442
"8655","M",0,"A","R","100 MONTGOMERY ST, 13202","100 Montgomery St.","DOC090514-09052014143321.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143321.tif","DOC090514-09052014143321.tif",2014-08-29,"100 Montgomery St.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143321.tif",NA,NA,0,-8476913,5319690,-76.1494,43.05068
"8656","M",0,"A","R","2000 PARK ST, 13208","2000 Park St.","DOC090514-09052014143343.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143343.tif","DOC090514-09052014143343.tif",2014-08-28,"2000 Park St.",NA,"Outside Service Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143343.tif","319","2014",0,-8478756,5322900,-76.16597,43.07176
"8657","M",0,"A","L","741 W GENESEE ST, 13204","741-745 W. Genesee St.","DOC090514-09052014143353.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143353.tif","DOC090514-09052014143353.tif",2014-08-28,"741-745 W. Genesee St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143353.tif",NA,NA,0,-8478571,5320112,-76.1643,43.05346
"8658","M",0,"A",NA,"W LAFAYETTE AV & BISHOP AV, , 13207","W. LaFayette Ave & Bishop Av.","DOC090514-09052014143401.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143401.tif","DOC090514-09052014143401.tif",2014-08-28,"W. LaFayette Ave & Bishop Av.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143401.tif",NA,NA,0,-8477856,5314748,-76.15788,43.01824
"8659","M",0,"A",NA,"W LAFAYETTE AV & VALLEY DR, , 13207","W. LaFayette Ave & Valley Dr","DOC090514-09052014143410.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143410.tif","DOC090514-09052014143410.tif",2014-08-28,"W. LaFayette Ave & Valley Dr",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143410.tif",NA,NA,0,-8478208,5314723,-76.16104,43.01807
"8660","M",0,"A","L","741 W GENESEE ST, 13204","741-745 W. Genesee St.","DOC090514-09052014143418.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143418.tif","DOC090514-09052014143418.tif",2014-08-28,"741-745 W. Genesee St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143418.tif",NA,NA,0,-8478571,5320112,-76.1643,43.05346
"8661","M",0,"A",NA,"E FAYETTE ST & S STATE ST, , 13202","E. Fayette St. & S. State St.","DOC090514-09052014143435.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143435.tif","DOC090514-09052014143435.tif",2014-08-27,"E. Fayette St. & S. State St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143435.tif","317","2014",0,-8476692,5319380,-76.14742,43.04865
"8662","M",0,"A",NA,"130 PULASKI ST, 13204","130 Pulaski St.","DOC090514-09052014143447.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143447.tif","DOC090514-09052014143447.tif",2014-08-27,"130 Pulaski St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143447.tif",NA,NA,0,-8479344,5320936,-76.17125,43.05887
"8663","M",0,"A",NA,"422 KIRK AVE, 13205","422 Kirk Ave.","DOC090514-09052014143507.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143507.tif","DOC090514-09052014143507.tif",2014-08-26,"422 Kirk Ave.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143507.tif",NA,NA,0,-8477519,5316233,-76.15485,43.02799
"8664","M",0,"A",NA,"605 SEDGWICK DR, 13203","605 Sedgwick Dr.","DOC090514-09052014143515.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143515.tif","DOC090514-09052014143515.tif",2014-08-26,"605 Sedgwick Dr.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143515.tif",NA,NA,0,-8475138,5322601,-76.13346,43.06979
"8665","M",0,"A",NA,"447 SHONNARD ST, 13041","447 Shonnard St.","DOC090514-09052014143536.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143536.tif","DOC090514-09052014143536.tif",2014-08-25,"447 Shonnard St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143536.tif",NA,NA,0,-8479165,5318185,-76.16964,43.04081
"8666","M",0,"A","L","125 VAN RENSSELAER ST, 13204","125 VanRensselaer St.","DOC090514-09052014143546.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143546.tif","DOC090514-09052014143546.tif",2014-08-25,"125 VanRensselaer St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143546.tif",NA,NA,0,-8478792,5319603,-76.16629,43.05012
"8667","M",0,"A",NA,"307 MILTON AVE, 13204","307 Milton Ave.","DOC090514-09052014143603.tif","S:\WORKSHEETS\Worksheets_2014-08","S:\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143603.tif","DOC090514-09052014143603.tif",2014-08-25,"307 Milton Ave.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-08\DOC090514-09052014143603.tif",NA,NA,0,-8481214,5319493,-76.18804,43.04939
"8668","M",0,"A",NA,"232 LOCKWOOD RD, 13214","232 Lockwood Rd.","DOC091614-09162014131029.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131029.tif","DOC091614-09162014131029.tif",2014-09-16,"232 Lockwood Rd.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131029.tif","330","2014",0,-8469902,5317744,-76.08642,43.03791
"8669","M",0,"A","R","150 E FAYETTE ST, 13202","150 E Fayette St","DOC091614-09162014131050.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131050.tif","DOC091614-09162014131050.tif",2014-09-15,"150 E Fayette St",NA,"Main Installation/Replacement","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131050.tif",NA,NA,0,-8477113,5319377,-76.1512,43.04863
"8670","M",0,"A",NA,"223 DE FOREST RD, 13214","223 DeForest Rd.","DOC091614-09162014131057.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131057.tif","DOC091614-09162014131057.tif",2014-09-15,"223 DeForest Rd.",NA,"Leak Investigation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131057.tif","329","2014",0,-8470291,5318533,-76.08992,43.04309
"8671","M",0,"A","L","201 FURMAN ST, 13205","201 Furman St.","DOC091614-09162014131105.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131105.tif","DOC091614-09162014131105.tif",2014-09-15,"201 Furman St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131105.tif",NA,NA,0,-8477006,5316734,-76.15024,43.03128
"8672","M",0,"M","R","300 MALTBIE ST, 13204","205 MALTBIE ST.","DOC091614-09162014131133.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131133.tif","DOC091614-09162014131133.tif",2014-09-14,"205 Maltbie St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131133.tif","328","2014",0,-8478336,5320452,-76.16219,43.05569
"8673","M",0,"A","R","158 SYRACUSE ST, 13204","158 Syracuse St.","DOC091614-09162014131145.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131145.tif","DOC091614-09162014131145.tif",2014-09-13,"158 Syracuse St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131145.tif","327","2014",0,-8480238,5319416,-76.17927,43.04889
"8674","M",0,"A","L","351 W KENNEDY ST, 13205","351-353 W. Kennedy St.","DOC091614-09162014131157.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131157.tif","DOC091614-09162014131157.tif",2014-09-12,"351-353 W. Kennedy St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131157.tif",NA,NA,0,-8477590,5316330,-76.15548,43.02863
"8675","M",0,"A",NA,"363 GREEN ST, 13203","363 Green St.","DOC091614-09162014131223.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131223.tif","DOC091614-09162014131223.tif",2014-09-12,"363 Green St.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131223.tif",NA,NA,0,-8475216,5320726,-76.13416,43.05749
"8676","M",0,"A",NA,"GRIFFIN ST & VALLEY DR, , 13207","Griffin St. & Valley Dr.","DOC091614-09162014131254.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131254.tif","DOC091614-09162014131254.tif",2014-09-11,"Griffin St. & Valley Dr.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131254.tif",NA,NA,0,-8477990,5314160,-76.15908,43.01438
"8677","M",0,"A",NA,"GRIFFIN ST & VALLEY DR, , 13207","Griffin St. & Valley Dr.","DOC091614-09162014131302.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131302.tif","DOC091614-09162014131302.tif",2014-09-11,"Griffin St. & Valley Dr.",NA,"Hydrant Removal","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131302.tif",NA,NA,0,-8477990,5314160,-76.15908,43.01438
"8678","M",0,"A","R","300 VALLEY DR, 13207","300 Valley Dr.","DOC091614-09162014131330.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131330.tif","DOC091614-09162014131330.tif",2014-09-10,"300 Valley Dr.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131330.tif",NA,NA,0,-8478105,5314432,-76.16011,43.01616
"8679","M",0,"A",NA,"100 SMITH RD, 13207","100 Smith Rd.","DOC091614-09162014131352.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131352.tif","DOC091614-09162014131352.tif",2014-09-10,"100 Smith Rd.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131352.tif",NA,NA,0,-8477583,5312680,-76.15543,43.00465
"8680","M",0,"A","R","150 E FAYETTE ST, 13202","150 E Fayette St.","DOC091614-09162014131421.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131421.tif","DOC091614-09162014131421.tif",2014-09-09,"150 E Fayette St.",NA,"Main Installation/Replacement","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131421.tif",NA,NA,0,-8477113,5319377,-76.1512,43.04863
"8681","M",0,"A","L","111 CURTIS ST, 13208","111 Curtis St.","DOC091614-09162014131442.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131442.tif","DOC091614-09162014131442.tif",2014-09-08,"111 Curtis St.",NA,"Hydrant Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131442.tif",NA,NA,0,-8476853,5322083,-76.14887,43.06639
"8682","M",0,"A","L","203 LUDDINGTON ST, 13206","203 Luddington St.","DOC091614-09162014131451.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131451.tif","DOC091614-09162014131451.tif",2014-09-08,"203 Luddington St.",NA,"Leak Investigation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131451.tif","202","2014",0,-8471093,5321426,-76.09712,43.06208
"8683","M",0,"A","R","114 LYNCH ST, 13210","114 Lynch St.","DOC091614-09162014131513.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131513.tif","DOC091614-09162014131513.tif",2014-09-05,"114 Lynch St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131513.tif",NA,NA,0,-8473598,5319781,-76.11963,43.05129
"8684","M",0,"A",NA,"236 SHONNARD ST, 13215","236 Shonnard St.","DOC091614-09162014131521.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131521.tif","DOC091614-09162014131521.tif",2014-09-05,"236 Shonnard St.",NA,"Outside Service Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131521.tif","325","2014",0,-8478411,5318321,-76.16286,43.0417
"8685","M",0,"A","L","4445 S SALINA ST, 13205","4445 S. Salina St.","DOC091614-09162014131554.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131554.tif","DOC091614-09162014131554.tif",2014-09-09,"4445 S. Salina St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131554.tif",NA,NA,0,-8476194,5312613,-76.14295,43.00421
"8686","M",0,"A","R","4300 S SALINA ST, 13205","4300 S. Salina St.","DOC091614-09162014131621.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131621.tif","DOC091614-09162014131621.tif",2014-09-10,"4300 S. Salina St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131621.tif",NA,NA,0,-8476212,5313038,-76.14311,43.00701
"8687","M",0,"A",NA,"1900 LODI ST, 11375","1900 Lodi St.","DOC091614-09162014131640.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131640.tif","DOC091614-09162014131640.tif",2014-09-11,"1900 Lodi St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC091614-09162014131640.tif",NA,NA,0,-8477193,5321559,-76.15192,43.06295
"8688","M",0,"A",NA,"226 DELHI ST, 13090","226 Delhi St.","DOC092914-09292014121230.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121230.tif","DOC092914-09292014121230.tif",2014-09-26,"226 Delhi St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121230.tif",NA,NA,0,-8474949,5320618,-76.13176,43.05678
"8689","M",0,"A","R","1000 W GENESEE ST, 13204","1000-1014 W. Genesee St.","DOC092914-09292014121240.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121240.tif","DOC092914-09292014121240.tif",2014-09-26,"1000-1014 W. Genesee St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121240.tif",NA,NA,0,-8479267,5320152,-76.17055,43.05372
"8690","M",0,"A",NA,"WALNUT AV & ASHWORTH PL, , 13210","Walnut Av. & Ashworth","DOC092914-09292014121254.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121254.tif","DOC092914-09292014121254.tif",2014-09-26,"Walnut Av. & Ashworth",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121254.tif","339","2014",0,-8474985,5319237,-76.13209,43.04771
"8691","M",0,"A",NA,"W GENESEE ST & MILTON AV, , 13204","W. Genesee St. & Milton Ave.","DOC092914-09292014121315.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121315.tif","DOC092914-09292014121315.tif",2014-09-25,"W. Genesee St. & Milton Ave.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121315.tif",NA,NA,0,-8481359,5319878,-76.18935,43.05192
"8692","M",0,"A",NA,"1412 WESTMORELAND AVE, 13210","1412 Westmoreland Ave.","DOC092914-09292014121323.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121323.tif","DOC092914-09292014121323.tif",2014-09-24,"1412 Westmoreland Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121323.tif","338","2014",0,-8472957,5316037,-76.11387,43.0267
"8693","M",0,"A",NA,"118 GRIFFIN ST, 13207","118 Griffin St.","DOC092914-09292014121339.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121339.tif","DOC092914-09292014121339.tif",2014-09-24,"118 Griffin St.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121339.tif","326","2014",0,-8478149,5314189,-76.16051,43.01457
"8694","M",0,"A","L","139 WESTMINSTER AV, 13210","139 Westminster Ave.","DOC092914-09292014121347.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121347.tif","DOC092914-09292014121347.tif",2014-09-24,"139 Westminster Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121347.tif","337","2014",0,-8473742,5317222,-76.12092,43.03448
"8695","M",0,"A","R","150 E FAYETTE ST, 13202","150 E. Fayette St.","DOC092914-09292014121405.tif","S:\WORKSHEETS\Worksheets_2014-09","S:\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121405.tif","DOC092914-09292014121405.tif",2014-09-23,"150 E. Fayette St.",NA,"Main Installation/Replacement","\\water-server3\waterdept\WORKSHEETS\Worksheets_2014-09\DOC092914-09292014121405.tif",NA,NA,0,-8477113,5319377,-76.1512,43.04863
